OrderID,CustomerID,ProductID,StoreID,DeliveryPartnerID,OrderDate,DeliveryDate,Quantity,TotalPrice,DiscountApplied,DeliveryTimeMinutes,OrderStatus,PaymentMethodID,TimeOfDay
ORD00057,CUST0009,PROD023,STORE009,DP047,"2024-01-02 04:11:00","2024-01-02 04:21:00",1,240.34,44.59,10,Delivered,PAY01,Morning
ORD00058,CUST0020,PROD079,STORE006,DP040,"2024-03-29 01:02:00","2024-03-29 01:13:00",6,321.33,34.66,11,Cancelled,PAY01,Morning
ORD00059,CUST0013,PROD058,STORE023,DP008,"2024-12-28 07:12:00","2024-12-28 07:24:00",10,200.70,6.23,12,Shipped,PAY02,Morning
ORD00060,CUST0017,PROD050,STORE033,DP029,"2024-02-23 07:56:00","2024-02-23 08:09:00",4,977.26,64.81,13,Delivered,PAY05,Morning
ORD00061,CUST0001,PROD012,STORE038,DP037,"2024-06-27 08:28:00","2024-06-27 08:42:00",9,313.27,96.56,14,Shipped,PAY05,Morning
ORD00062,CUST0035,PROD029,STORE048,DP005,"2024-05-31 09:06:00","2024-05-31 09:21:00",9,176.80,88.48,15,Cancelled,PAY02,Morning
ORD00063,CUST0006,PROD064,STORE019,DP040,"2024-07-14 02:30:00","2024-07-14 02:46:00",2,443.95,55.44,16,Shipped,PAY03,Morning
ORD00064,CUST0037,PROD147,STORE002,DP030,"2024-11-26 11:05:00","2024-11-26 11:22:00",1,984.97,61.90,17,Pending,PAY03,Morning
ORD00065,CUST0045,PROD149,STORE041,DP044,"2024-05-30 05:20:00","2024-05-30 05:38:00",5,469.21,92.31,18,Cancelled,PAY01,Morning
ORD00066,CUST0011,PROD017,STORE038,DP038,"2024-04-05 11:17:00","2024-04-05 11:36:00",4,515.52,91.78,19,Delivered,PAY03,Morning
ORD00067,CUST0010,PROD133,STORE045,DP019,"2024-12-04 03:14:00","2024-12-04 03:34:00",7,283.26,33.09,20,Cancelled,PAY05,Morning
ORD00068,CUST0046,PROD072,STORE029,DP050,"2024-08-17 03:41:00","2024-08-17 04:02:00",8,511.35,85.27,21,Pending,PAY04,Morning
ORD00069,CUST0040,PROD127,STORE004,DP001,"2024-11-23 09:48:00","2024-11-23 10:10:00",3,205.23,44.24,22,Cancelled,PAY05,Morning
ORD00070,CUST0041,PROD122,STORE009,DP004,"2024-07-22 02:28:00","2024-07-22 02:51:00",7,860.26,76.19,23,Pending,PAY04,Morning
ORD00071,CUST0046,PROD028,STORE014,DP034,"2024-11-01 09:39:00","2024-11-01 10:03:00",4,236.94,92.72,24,Pending,PAY01,Morning
ORD00072,CUST0004,PROD019,STORE010,DP015,"2024-10-22 01:49:00","2024-10-22 02:14:00",10,796.05,55.67,25,Cancelled,PAY03,Morning
ORD00073,CUST0045,PROD020,STORE005,DP017,"2024-06-26 00:05:00","2024-06-26 00:31:00",2,356.23,53.74,26,Shipped,PAY04,Morning
ORD00074,CUST0009,PROD114,STORE038,DP050,"2024-06-24 08:35:00","2024-06-24 09:02:00",10,933.06,79.37,27,Pending,PAY05,Morning
ORD00075,CUST0024,PROD013,STORE040,DP046,"2024-09-22 03:16:00","2024-09-22 03:44:00",2,472.03,30.68,28,Cancelled,PAY02,Morning
ORD00076,CUST0020,PROD058,STORE023,DP011,"2024-05-26 07:27:00","2024-05-26 07:56:00",2,952.03,70.73,29,Pending,PAY03,Morning
ORD00077,CUST0028,PROD029,STORE006,DP033,"2024-05-23 01:18:00","2024-05-23 01:48:00",4,265.65,6.49,30,Shipped,PAY01,Morning
ORD00078,CUST0011,PROD007,STORE006,DP049,"2024-12-17 06:02:00","2024-12-17 06:12:00",1,144.26,76.27,10,Shipped,PAY02,Morning
ORD00079,CUST0011,PROD143,STORE022,DP033,"2024-05-30 02:42:00","2024-05-30 02:53:00",6,975.98,99.72,11,Cancelled,PAY02,Morning
ORD00080,CUST0036,PROD069,STORE014,DP039,"2024-04-21 11:48:00","2024-04-21 12:00:00",1,527.11,69.81,12,Cancelled,PAY02,Morning
ORD00081,CUST0009,PROD088,STORE015,DP019,"2024-12-24 05:38:00","2024-12-24 05:51:00",10,475.95,52.15,13,Cancelled,PAY05,Morning
ORD00082,CUST0042,PROD119,STORE033,DP031,"2024-07-10 01:58:00","2024-07-10 02:12:00",7,746.37,57.42,14,Cancelled,PAY01,Morning
ORD00083,CUST0021,PROD011,STORE050,DP022,"2024-09-06 11:39:00","2024-09-06 11:54:00",6,584.62,5.78,15,Shipped,PAY02,Morning
ORD00084,CUST0019,PROD045,STORE004,DP022,"2024-11-08 08:05:00","2024-11-08 08:21:00",4,561.00,10.41,16,Pending,PAY05,Morning
ORD00085,CUST0017,PROD118,STORE018,DP044,"2024-11-28 04:00:00","2024-11-28 04:17:00",9,755.43,66.60,17,Delivered,PAY04,Morning
ORD00086,CUST0035,PROD035,STORE017,DP037,"2024-03-13 11:36:00","2024-03-13 11:54:00",1,558.17,18.01,18,Pending,PAY05,Morning
ORD00087,CUST0039,PROD102,STORE039,DP015,"2024-06-15 08:01:00","2024-06-15 08:20:00",3,856.79,74.19,19,Pending,PAY01,Morning
ORD00088,CUST0023,PROD055,STORE025,DP017,"2024-01-11 00:45:00","2024-01-11 01:05:00",1,762.47,46.87,20,Delivered,PAY01,Morning
ORD00089,CUST0029,PROD113,STORE017,DP043,"2024-10-29 04:12:00","2024-10-29 04:33:00",5,531.12,21.89,21,Cancelled,PAY05,Morning
ORD00090,CUST0010,PROD099,STORE026,DP004,"2024-11-25 08:06:00","2024-11-25 08:28:00",6,353.59,43.07,22,Shipped,PAY05,Morning
ORD00091,CUST0001,PROD075,STORE013,DP050,"2024-08-06 11:22:00","2024-08-06 11:45:00",6,979.90,11.68,23,Cancelled,PAY01,Morning
ORD00092,CUST0048,PROD052,STORE020,DP020,"2024-07-18 04:12:00","2024-07-18 04:36:00",5,892.54,23.76,24,Cancelled,PAY02,Morning
ORD00093,CUST0002,PROD026,STORE004,DP022,"2024-07-09 09:51:00","2024-07-09 10:16:00",2,782.92,80.27,25,Shipped,PAY03,Morning
ORD00094,CUST0037,PROD075,STORE033,DP025,"2024-06-26 08:38:00","2024-06-26 09:04:00",2,309.19,32.36,26,Pending,PAY01,Morning
ORD00095,CUST0002,PROD121,STORE025,DP014,"2024-10-23 02:27:00","2024-10-23 02:54:00",2,537.83,99.40,27,Cancelled,PAY02,Morning
ORD00096,CUST0032,PROD131,STORE038,DP020,"2024-07-21 03:51:00","2024-07-21 04:19:00",3,481.95,96.27,28,Delivered,PAY04,Morning
ORD00097,CUST0026,PROD100,STORE012,DP039,"2024-01-25 10:53:00","2024-01-25 11:22:00",2,724.87,98.99,29,Delivered,PAY03,Morning
ORD00098,CUST0005,PROD150,STORE033,DP037,"2024-10-13 06:57:00","2024-10-13 07:27:00",6,871.06,94.46,30,Pending,PAY02,Morning
ORD00099,CUST0024,PROD122,STORE029,DP024,"2024-09-10 07:15:00","2024-09-10 07:25:00",2,145.64,90.33,10,Shipped,PAY04,Morning
ORD00100,CUST0020,PROD062,STORE021,DP004,"2024-04-28 02:13:00","2024-04-28 02:24:00",6,505.16,45.34,11,Delivered,PAY02,Morning
ORD01001,CUST0045,PROD058,STORE005,DP036,"2024-10-21 11:55:00","2024-10-21 12:07:00",3,1359.45,314.12,12,Pending,PAY02,Morning
ORD01002,CUST0017,PROD125,STORE011,DP050,"2024-05-11 09:59:00","2024-05-11 10:12:00",4,1594.80,102.98,13,Pending,PAY03,Morning
ORD01003,CUST0006,PROD150,STORE018,DP037,"2025-05-06 15:24:00","2025-05-06 15:38:00",4,496.76,88.80,14,Returned,PAY01,Afternoon
ORD01004,CUST0044,PROD082,STORE025,DP003,"2024-09-07 20:43:00","2024-09-07 20:58:00",10,2308.10,640.85,15,Cancelled,PAY05,Evening
ORD01006,CUST0024,PROD125,STORE017,DP039,"2025-03-05 10:42:00","2025-03-05 10:59:00",4,1974.96,252.61,17,Delivered,PAY03,Morning
ORD01007,CUST0040,PROD125,STORE008,DP007,"2025-05-03 18:50:00","2025-05-03 19:08:00",2,923.36,31.00,18,Shipped,PAY01,Evening
ORD01008,CUST0039,PROD102,STORE018,DP003,"2024-10-24 19:38:00","2024-10-24 19:57:00",5,1022.10,117.68,19,Pending,PAY01,Evening
ORD01011,CUST0025,PROD014,STORE019,DP011,"2024-08-25 10:23:00","2024-08-25 10:45:00",5,1053.95,13.40,22,Returned,PAY04,Morning
ORD01012,CUST0002,PROD098,STORE035,DP041,"2025-02-24 13:01:00","2025-02-24 13:24:00",10,1709.00,90.71,23,Delivered,PAY03,Afternoon
ORD01013,CUST0042,PROD024,STORE041,DP009,"2025-04-28 16:31:00","2025-04-28 16:55:00",3,407.79,100.67,24,Cancelled,PAY01,Afternoon
ORD01015,CUST0018,PROD109,STORE047,DP040,"2024-08-17 08:23:00","2024-08-17 08:49:00",5,551.10,46.25,26,Cancelled,PAY05,Morning
ORD01016,CUST0034,PROD088,STORE035,DP014,"2024-11-20 16:35:00","2024-11-20 17:02:00",7,1962.03,544.30,27,Shipped,PAY04,Afternoon
ORD01023,CUST0002,PROD116,STORE049,DP026,"2025-06-07 15:58:00","2025-06-07 16:11:00",5,1963.30,475.19,13,Returned,PAY02,Afternoon
ORD01025,CUST0038,PROD080,STORE020,DP020,"2024-02-23 12:53:00","2024-02-23 13:08:00",5,881.25,215.55,15,Cancelled,PAY02,Afternoon
ORD01027,CUST0015,PROD002,STORE029,DP010,"2025-05-11 15:12:00","2025-05-11 15:29:00",2,256.86,64.62,17,Pending,PAY03,Afternoon
ORD01028,CUST0046,PROD022,STORE007,DP020,"2025-06-09 10:59:00","2025-06-09 11:27:00",1,478.65,115.84,28,Shipped,PAY03,Morning
ORD01030,CUST0011,PROD027,STORE020,DP015,"2024-05-10 14:24:00","2024-05-10 14:54:00",3,221.31,63.37,30,Cancelled,PAY01,Afternoon
ORD01031,CUST0032,PROD108,STORE004,DP008,"2024-03-09 20:30:00","2024-03-09 20:40:00",9,3123.63,677.31,10,Pending,PAY01,Evening
ORD01033,CUST0045,PROD052,STORE041,DP022,"2024-04-15 20:00:00","2024-04-15 20:12:00",6,2973.24,42.73,12,Pending,PAY01,Evening
ORD01034,CUST0020,PROD078,STORE033,DP008,"2024-03-13 15:47:00","2024-03-13 16:00:00",7,2415.42,328.41,13,Cancelled,PAY04,Afternoon
ORD01035,CUST0006,PROD020,STORE041,DP008,"2024-04-28 11:54:00","2024-04-28 12:08:00",2,497.74,87.85,14,Shipped,PAY04,Morning
ORD01036,CUST0027,PROD140,STORE030,DP005,"2025-04-28 12:32:00","2025-04-28 12:47:00",8,3256.16,323.56,15,Pending,PAY01,Afternoon
ORD01037,CUST0036,PROD137,STORE042,DP050,"2024-01-25 10:12:00","2024-01-25 10:28:00",9,3045.33,446.95,16,Returned,PAY03,Morning
ORD01038,CUST0021,PROD008,STORE001,DP038,"2024-10-22 09:30:00","2024-10-22 09:47:00",3,1036.86,32.12,17,Pending,PAY05,Morning
ORD01042,CUST0043,PROD090,STORE029,DP046,"2024-12-02 10:03:00","2024-12-02 10:24:00",3,1165.23,217.80,21,Returned,PAY05,Morning
ORD01043,CUST0027,PROD103,STORE006,DP024,"2025-03-22 16:23:00","2025-03-22 16:45:00",4,1063.52,234.79,22,Delivered,PAY03,Afternoon
ORD01044,CUST0025,PROD034,STORE015,DP023,"2024-06-05 19:55:00","2024-06-05 20:18:00",8,2651.28,412.93,23,Shipped,PAY01,Evening
ORD01045,CUST0037,PROD075,STORE007,DP032,"2024-02-13 10:38:00","2024-02-13 11:02:00",3,958.89,60.12,24,Delivered,PAY01,Morning
ORD01046,CUST0049,PROD107,STORE040,DP036,"2025-05-16 11:22:00","2025-05-16 11:47:00",7,2393.09,431.75,25,Cancelled,PAY04,Morning
ORD01047,CUST0043,PROD129,STORE004,DP017,"2024-11-13 15:23:00","2024-11-13 15:49:00",9,1398.42,90.38,26,Pending,PAY03,Afternoon
ORD01049,CUST0007,PROD020,STORE049,DP009,"2025-01-05 11:43:00","2025-01-05 12:11:00",6,1059.42,126.50,28,Shipped,PAY05,Morning
ORD01050,CUST0037,PROD037,STORE039,DP050,"2025-02-14 07:41:00","2025-02-14 08:10:00",7,1470.49,210.29,29,Cancelled,PAY04,Morning
ORD01051,CUST0019,PROD069,STORE009,DP019,"2025-02-15 14:13:00","2025-02-15 14:43:00",6,1136.28,118.70,30,Cancelled,PAY05,Afternoon
ORD01052,CUST0002,PROD043,STORE027,DP028,"2025-04-22 08:29:00","2025-04-22 08:39:00",7,1773.10,507.05,10,Cancelled,PAY04,Morning
ORD01054,CUST0049,PROD099,STORE018,DP033,"2024-01-26 19:31:00","2024-01-26 19:43:00",6,2140.62,354.90,12,Delivered,PAY04,Evening
ORD01055,CUST0016,PROD001,STORE039,DP004,"2024-03-02 12:45:00","2024-03-02 12:58:00",9,2300.49,639.06,13,Cancelled,PAY03,Afternoon
ORD01056,CUST0004,PROD130,STORE002,DP034,"2024-07-30 09:26:00","2024-07-30 09:40:00",3,371.31,77.46,14,Pending,PAY02,Morning
ORD01057,CUST0037,PROD101,STORE016,DP020,"2024-01-30 11:11:00","2024-01-30 11:26:00",4,498.24,57.72,15,Pending,PAY01,Morning
ORD01058,CUST0045,PROD116,STORE002,DP030,"2024-04-28 10:16:00","2024-04-28 10:32:00",7,1852.06,492.42,16,Pending,PAY02,Morning
ORD01059,CUST0020,PROD009,STORE042,DP006,"2024-09-09 15:35:00","2024-09-09 15:52:00",1,302.27,30.82,17,Cancelled,PAY01,Afternoon
ORD01060,CUST0016,PROD084,STORE042,DP008,"2024-03-27 15:56:00","2024-03-27 16:14:00",1,189.29,48.87,18,Delivered,PAY03,Afternoon
ORD01061,CUST0039,PROD023,STORE026,DP034,"2025-06-06 18:18:00","2025-06-06 18:37:00",4,605.60,177.37,19,Shipped,PAY01,Evening
ORD01062,CUST0013,PROD025,STORE004,DP010,"2024-03-24 14:32:00","2024-03-24 14:52:00",10,3697.20,772.66,20,Returned,PAY03,Afternoon
ORD01063,CUST0025,PROD085,STORE040,DP032,"2024-06-30 18:21:00","2024-06-30 18:42:00",9,1157.49,2.74,21,Returned,PAY04,Evening
ORD01064,CUST0023,PROD082,STORE031,DP001,"2025-02-27 11:19:00","2025-02-27 11:41:00",3,353.61,68.86,22,Shipped,PAY02,Morning
ORD01067,CUST0023,PROD024,STORE036,DP041,"2024-12-05 19:13:00","2024-12-05 19:38:00",1,234.00,54.85,25,Shipped,PAY02,Evening
ORD01068,CUST0038,PROD049,STORE016,DP026,"2024-10-16 18:42:00","2024-10-16 19:08:00",4,782.52,48.18,26,Returned,PAY04,Evening
ORD01069,CUST0036,PROD099,STORE038,DP024,"2025-01-20 17:50:00","2025-01-20 18:17:00",8,3710.00,1072.06,27,Pending,PAY05,Evening
ORD01070,CUST0037,PROD017,STORE046,DP002,"2024-11-22 20:15:00","2024-11-22 20:43:00",5,1816.50,479.97,28,Delivered,PAY03,Evening
ORD01071,CUST0027,PROD117,STORE002,DP015,"2025-03-12 20:16:00","2025-03-12 20:45:00",9,1968.03,542.17,29,Pending,PAY02,Evening
ORD01072,CUST0041,PROD107,STORE030,DP011,"2024-07-30 17:49:00","2024-07-30 18:19:00",3,331.23,21.15,30,Returned,PAY01,Evening
ORD01073,CUST0038,PROD035,STORE049,DP003,"2024-11-29 17:55:00","2024-11-29 18:05:00",10,2011.60,202.47,10,Pending,PAY02,Evening
ORD01075,CUST0025,PROD004,STORE026,DP024,"2024-01-15 15:47:00","2024-01-15 15:59:00",7,2285.01,102.89,12,Returned,PAY04,Afternoon
ORD01077,CUST0001,PROD047,STORE025,DP016,"2024-09-04 08:44:00","2024-09-04 08:58:00",1,407.44,64.89,14,Pending,PAY04,Morning
ORD01078,CUST0011,PROD100,STORE027,DP017,"2024-04-07 10:31:00","2024-04-07 10:46:00",5,1779.10,254.50,15,Delivered,PAY04,Morning
ORD01079,CUST0040,PROD059,STORE041,DP015,"2024-01-23 19:37:00","2024-01-23 19:53:00",10,1838.90,122.38,16,Shipped,PAY04,Evening
ORD01080,CUST0011,PROD067,STORE028,DP046,"2025-04-19 14:15:00","2025-04-19 14:32:00",5,349.05,69.46,17,Cancelled,PAY01,Afternoon
ORD01081,CUST0017,PROD017,STORE009,DP024,"2024-11-10 08:40:00","2024-11-10 08:58:00",8,1539.92,40.32,18,Pending,PAY02,Morning
ORD01082,CUST0024,PROD002,STORE005,DP033,"2025-06-23 15:53:00","2025-06-23 16:12:00",9,3445.47,1022.58,19,Shipped,PAY04,Afternoon
ORD01083,CUST0026,PROD072,STORE049,DP036,"2025-03-06 09:54:00","2025-03-06 10:14:00",8,3616.32,140.81,20,Pending,PAY02,Morning
ORD01084,CUST0035,PROD015,STORE016,DP037,"2024-11-17 09:09:00","2024-11-17 09:30:00",6,1917.96,419.33,21,Cancelled,PAY03,Morning
ORD01085,CUST0037,PROD037,STORE031,DP036,"2024-03-05 19:48:00","2024-03-05 20:10:00",8,2941.92,291.12,22,Cancelled,PAY02,Evening
ORD01086,CUST0023,PROD129,STORE008,DP001,"2024-03-16 17:38:00","2024-03-16 18:01:00",1,362.60,15.51,23,Pending,PAY02,Evening
ORD01087,CUST0042,PROD074,STORE033,DP013,"2024-07-11 20:19:00","2024-07-11 20:43:00",3,239.52,10.13,24,Shipped,PAY04,Evening
ORD01088,CUST0035,PROD065,STORE017,DP042,"2024-06-26 10:35:00","2024-06-26 11:00:00",6,2715.18,672.36,25,Pending,PAY05,Morning
ORD01090,CUST0047,PROD040,STORE005,DP034,"2025-03-23 19:19:00","2025-03-23 19:46:00",8,3136.16,83.81,27,Returned,PAY04,Evening
ORD01091,CUST0013,PROD047,STORE025,DP015,"2024-05-25 13:15:00","2024-05-25 13:43:00",3,982.38,203.61,28,Pending,PAY01,Afternoon
ORD01092,CUST0005,PROD131,STORE033,DP006,"2024-01-09 11:31:00","2024-01-09 12:00:00",5,356.70,99.40,29,Delivered,PAY04,Morning
ORD01093,CUST0007,PROD131,STORE025,DP027,"2024-09-19 13:59:00","2024-09-19 14:29:00",9,1813.05,150.37,30,Shipped,PAY05,Afternoon
ORD01094,CUST0013,PROD028,STORE035,DP013,"2024-06-27 08:21:00","2024-06-27 08:31:00",7,2338.35,292.81,10,Delivered,PAY04,Morning
ORD01095,CUST0045,PROD119,STORE048,DP001,"2025-04-28 15:49:00","2025-04-28 16:00:00",3,330.93,96.39,11,Delivered,PAY05,Afternoon
ORD01096,CUST0050,PROD042,STORE007,DP041,"2024-07-12 13:11:00","2024-07-12 13:23:00",9,3654.99,314.50,12,Returned,PAY03,Afternoon
ORD01098,CUST0032,PROD140,STORE025,DP016,"2025-05-12 11:52:00","2025-05-12 12:06:00",10,1442.50,97.87,14,Delivered,PAY01,Morning
